iri,label,definition,comments,examples,organized_in,issued,status,replaces,rdf_type,term_iri,abcd_equivalence,flags
http://rs.tdwg.org/dwc/terms/version/catalogNumber-2018-09-06,catalogNumber,An identifier (preferably unique) for the record within the data set or collection.,,"`145732`, `145732a`, `2008.1334`, `R-4313`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/catalogNumber-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/catalogNumber,DataSets/DataSet/Units/Unit/UnitID,simple
http://rs.tdwg.org/dwc/terms/version/recordNumber-2018-09-06,recordNumber,"An identifier given to the Occurrence at the time it was recorded. Often serves as a link between field notes and an Occurrence record, such as a specimen collector's number.",,`OPP 7101`,http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/recordNumber-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/recordNumber,DataSets/DataSet/Units/Unit/CollectorsFieldNumber,simple
http://rs.tdwg.org/dwc/terms/version/recordedBy-2018-09-06,recordedBy,"A list (concatenated and separated) of names of people, groups, or organizations responsible for recording the original Occurrence. The primary collector or observer, especially one who applies a personal identifier (recordNumber), should be listed first.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`José E. Crespo`. `Oliver P. Pearson | Anita K. Pearson` (where the value in recordNumber `OPP 7101` corresponds to the collector number for the specimen in the field catalog of Oliver P. Pearson).,http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/recordedBy-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/recordedBy,DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText,simple
http://rs.tdwg.org/dwc/terms/version/individualCount-2018-09-06,individualCount,The number of individuals represented present at the time of the Occurrence.,,"`0`, `1`, `25`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/individualCount-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/individualCount,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue,simple
http://rs.tdwg.org/dwc/terms/version/organismQuantity-2018-09-06,organismQuantity,A number or enumeration value for the quantity of organisms.,A dwc:organismQuantity must have a corresponding dwc:organismQuantityType.,`27` (organismQuantity) with `individuals` (organismQuantityType). `12.5` (organismQuantity) with `%biomass` (organismQuantityType). `r` (organismQuantity) with `BraunBlanquetScale` (organismQuantityType).,http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/organismQuantity-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/organismQuantity,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/organismQuantityType-2018-09-06,organismQuantityType,The type of quantification system used for the quantity of organisms.,A dwc:organismQuantityType must have a corresponding dwc:organismQuantity.,`27` (organismQuantity) with `individuals` (organismQuantityType). `12.5` (organismQuantity) with `%biomass` (organismQuantityType). `r` (organismQuantity) with `BraunBlanquetScale` (organismQuantityType).,http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/organismQuantityType-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/organismQuantityType,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/sex-2018-09-06,sex,The sex of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary.,"`female`, `male`, `hermaphrodite`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/sex-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/sex,DataSets/DataSet/Units/Unit/Sex,simple
http://rs.tdwg.org/dwc/terms/version/lifeStage-2018-09-06,lifeStage,The age class or life stage of the biological individual(s) at the time the Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary.,"`egg`, `eft`, `juvenile`, `adult`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/lifeStage-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/lifeStage,"DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalSexualStage or DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalLiveStages/MycologicalLiveStage (Note DwC spec uses ""MycologicalLifeStage"" or DataSets/DataSet/Units/Unit/ZoologicalUnit/PhasesOrStages/PhaseOrStage",simple
http://rs.tdwg.org/dwc/terms/version/reproductiveCondition-2018-09-06,reproductiveCondition,The reproductive condition of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary.,"`non-reproductive`, `pregnant`, `in bloom`, `fruit-bearing`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/reproductiveCondition-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/reproductiveCondition,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/behavior-2018-09-06,behavior,The behavior shown by the subject at the time the Occurrence was recorded.,,"`roosting`, `foraging`, `running`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/behavior-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/behavior,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/establishmentMeans-2018-09-06,establishmentMeans,The process by which the biological individual(s) represented in the Occurrence became established at the location.,Recommended best practice is to use a controlled vocabulary.,"`native`, `introduced`, `naturalised`, `invasive`, `managed`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/establishmentMeans-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/establishmentMeans,DataSets/DataSet/Units/Unit/Gathering/EstablishmentMeans,simple
http://rs.tdwg.org/dwc/terms/version/occurrenceStatus-2018-09-06,occurrenceStatus,A statement about the presence or absence of a Taxon at a Location.,Recommended best practice is to use a controlled vocabulary.,"`present`, `absent`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/occurrenceStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/occurrenceStatus,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/preparations-2018-09-06,preparations,A list (concatenated and separated) of preparations and preservation methods for a specimen.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`fossil`, `cast`, `photograph`, `DNA extract`, `skin | skull | skeleton`, `whole animal (ETOH) | tissue (EDTA)`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/preparations-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/preparations,DataSets/DataSet/Units/Unit/SpecimenUnit/Preparations/PreparationsText,simple
http://rs.tdwg.org/dwc/terms/version/disposition-2018-09-06,disposition,The current state of a specimen with respect to the collection identified in collectionCode or collectionID.,Recommended best practice is to use a controlled vocabulary.,"`in collection`, `missing`, `voucher elsewhere`, `duplicates elsewhere`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/disposition-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/disposition,DataSets/DataSet/Units/Unit/SpecimenUnit/Disposition,simple
http://rs.tdwg.org/dwc/terms/version/associatedMedia-2018-09-06,associatedMedia,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of media associated with the Occurrence.",,"`http://arctos.database.museum/SpecimenImages/UAMObs/Mamm/2/P7291179.JPG`, `http://204.140.246.24/Fish/Collection%20Pictures/10118-00.jpg | http://204.140.246.24/Fish/Collection%20Pictures/10118-00a.jpg`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/associatedMedia-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedMedia,DataSets/DataSet/Units/Unit/MultimediaObjects,simple
http://rs.tdwg.org/dwc/terms/version/associatedReferences-2018-09-06,associatedReferences,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the Occurrence.",,"`http://www.sciencemag.org/cgi/content/abstract/322/5899/261`, `Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767.`, `Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources.`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/associatedReferences-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedReferences,DataSets/DataSet/Units/Unit/UnitReferences,simple
http://rs.tdwg.org/dwc/terms/version/associatedSequences-2018-09-06,associatedSequences,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the Occurrence.",,"`http://www.ncbi.nlm.nih.gov/nuccore/U34853.1`, `http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/associatedSequences-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedSequences,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,simple
http://rs.tdwg.org/dwc/terms/version/associatedTaxa-2018-09-06,associatedTaxa,A list (concatenated and separated) of identifiers or names of taxa and their associations with the Occurrence.,,"`""host"":""Quercus alba""`, `""parasitoid of"":""Cyclocephala signaticollis"" | ""predator of"":""Apis mellifera""`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/associatedTaxa-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedTaxa,DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa,simple
http://rs.tdwg.org/dwc/terms/version/otherCatalogNumbers-2018-09-06,otherCatalogNumbers,"A list (concatenated and separated) of previous or alternate fully qualified catalog numbers or other human-used identifiers for the same Occurrence, whether in the current or any other data set or collection.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`FMNH:Mammal:1234`, `NPS YELLO6778 | MBG 33424`",http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/otherCatalogNumbers-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/otherCatalogNumbers,DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnitsText,simple
http://rs.tdwg.org/dwc/terms/version/occurrenceRemarks-2018-09-06,occurrenceRemarks,Comments or notes about the Occurrence.,,`found dead on road`,http://rs.tdwg.org/dwc/terms/Occurrence,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/occurrenceRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,DataSets/DataSet/Units/Unit/Notes,simple
http://rs.tdwg.org/dwc/terms/version/Organism-2018-09-06,Organism,A particular organism or defined group of organisms considered to be taxonomically homogeneous.,"Instances of the dwc:Organism class are intended to facilitate linking one or more dwc:Identification instances to one or more dwc:Occurrence instances. Therefore, things that are typically assigned scientific names (such as viruses, hybrids, and lichens) and aggregates whose occurrences are typically recorded (such as packs, clones, and colonies) are included in the scope of this class.",A specific bird. A specific wolf pack. A specific instance of a bacterial culture.,,2014-10-23,recommended,http://rs.tdwg.org/dwc/terms/version/Organism-2014-10-23,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/Organism,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/organismID-2018-09-06,organismID,An identifier for the Organism instance (as opposed to a particular digital record of the Organism). May be a globally unique identifier or an identifier specific to the data set.,,`http://arctos.database.museum/guid/WNMU:Mamm:1249`,http://rs.tdwg.org/dwc/terms/Organism,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/organismID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/organismID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/organismName-2018-09-06,organismName,A textual name or label assigned to an Organism instance.,,"`Huberta`, `Boab Prison Tree`, `J pod`",http://rs.tdwg.org/dwc/terms/Organism,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/organismName-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/organismName,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/organismScope-2018-09-06,organismScope,A description of the kind of Organism instance. Can be used to indicate whether the Organism instance represents a discrete organism or if it represents a particular type of aggregation.,"Recommended best practice is to use a controlled vocabulary. This term is not intended to be used to specify a type of taxon. To describe the kind of dwc:Organism using a URI object in RDF, use rdf:type (http://www.w3.org/1999/02/22-rdf-syntax-ns#type) instead.","`multicellular organism`, `virus`, `clone`, `pack`, `colony`",http://rs.tdwg.org/dwc/terms/Organism,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/organismScope-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/organismScope,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/associatedOccurrences-2018-09-06,associatedOccurrences,A list (concatenated and separated) of identifiers of other Occurrence records and their associations to this Occurrence.,,`http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3175067 | http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3177393 | http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3177394 | http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3177392 | http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3609139`,http://rs.tdwg.org/dwc/terms/Organism,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/associatedOccurrences-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedOccurrences,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID,simple
